name,id,popularity,release_date,hit_miss,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,tempo_confidence,time_signature,time_signature_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Come as Your Kids,7bYwLaOrSHtypXTKfcl5Q1,45,11/11/16,miss,384.54322,6,0.45,-9.415,0,0.589,128.015,0.83,4,0.943,0.000436,0.617,0.775,7.33E-05,0.387,0.0325,0.549
Love Me,6OkP1t5se0cYZTfnNE5gC4,55,14/3/16,miss,195,2,0.055,-6.001,0,0.172,140.014,0.635,4,0.776,0.00593,0.646,0.7,0.00356,0.0633,0.0316,0.309
When The Tequila Runs Out,23Q4sMxgEKRXDMi62xPP5R,46,16/9/16,miss,284.72,0,0.663,-6.225,1,0.579,155.993,0.506,4,0.054,0.0438,0.682,0.759,0.000309,0.367,0.041,0.863
434am,52UARw0x28IhApHArrvhXx,49,31/10/16,miss,134.85574,7,0.934,-12.745,1,0.882,129.98,0.433,4,1,0.23,0.749,0.233,0.0228,0.118,0.073,0.056
My Heart's Always Yours,3SLdLEQ8xz6limRM51RpZ3,47,5/8/16,miss,253.60163,0,0.442,-8.086,1,0.384,118.95,0.744,4,0.875,5.30E-05,0.554,0.752,0.237,0.104,0.0313,0.385
In My Blood,0x4GHzCjY5MGQ960CHnVHz,60,10/6/16,miss,200.48,7,0.281,-6.017,0,0.495,120.001,0.75,4,1,0.00136,0.538,0.809,0,0.406,0.0504,0.278
Can't Stop Love,0ftyH49yXC026ftdmgBsfi,46,7/10/16,miss,213.09333,2,0.621,-6.481,1,0.665,76.062,0.268,4,0.951,0.258,0.521,0.55,0,0.305,0.0294,0.257
Pain,02vbwgCw4piXoMteswBt5I,55,26/8/16,miss,279.75438,10,0.163,-8.244,0,0.4,104.504,0.648,4,1,0.0452,0.908,0.417,0.0824,0.0895,0.255,0.81
Mujeres Divinas - En Vivo [Un Azteca en el Azteca],1MyJ9P4O7Jmhvx8CtPELkx,54,2/9/16,miss,198.25333,5,0.483,-8.31,0,0.58,145.617,0.196,3,0.965,0.49,0.362,0.61,2.60E-05,0.86,0.0364,0.604
Lately,77AI6gc5VMR0cnXPGOgugE,49,24/9/16,miss,144.14948,6,0.479,-11.356,0,0.636,134.95,0.562,4,0.77,0.124,0.881,0.521,0,0.042,0.306,0.81
Don't Let Me Down - Zomboy Remix,7CJEFjKOk5CEAN9C248DaM,51,27/5/16,miss,265.6,8,0.486,-4.684,0,0.416,160.064,0.587,4,0.29,0.00087,0.465,0.953,0.0146,0.226,0.295,0.558
It Must Be True Love,1pZcY3kqDfEmJjrQ2CLP3B,54,6/5/16,miss,204.70667,9,0.845,-11.762,1,0.678,120.287,0.801,4,1,0.387,0.877,0.395,0.00338,0.312,0.0961,0.932
Creep,7fu3lFEf8dVfFuvKxhTPwP,53,2/8/16,miss,177.14363,2,0.706,-10.992,1,0.727,184.057,0.029,4,0.627,0.545,0.17,0.349,0.000341,0.341,0.04,0.115
Dat $tick (Remix) (feat. Ghostface Killah & Pouya),1YTz8nFEQi7t0VeZ1ppvy0,48,13/10/16,miss,197.81252,1,0.797,-8.018,1,0.714,108.024,0.572,4,0.974,0.354,0.91,0.637,0,0.131,0.0575,0.161
House Of Mercy,2uPOZyK2BNp4Genm429Qca,49,17/6/16,miss,278.02667,0,0.295,-9.668,1,0.444,125.607,0.648,4,0.726,0.404,0.577,0.352,9.94E-05,0.0916,0.0297,0.311
I'm Gonna Love You,1IVvtI7tBXqd8JWpE4WA4R,45,10/6/16,miss,211.58875,7,0.823,-6.253,0,0.743,137.915,0.291,4,0.896,0.404,0.514,0.622,0,0.101,0.0316,0.428
DJ Khaled,6vqfBeixHaipO8JodsohEn,47,7/11/16,miss,231.15755,11,0.009,-4.359,0,0.391,125.003,0.588,4,0.895,0.0231,0.775,0.691,0,0.302,0.0876,0.395
Bennie & The Jets - Live From SXSW 2015,4f2aupm9UaR6Zqknh3Ph8W,48,29/1/16,miss,201.65333,0,0.657,-10.122,1,0.631,129.914,0.177,4,1,0.0928,0.682,0.505,1.38E-05,0.704,0.0403,0.442
Smooth,6k4CW25vYNmjhopIkPqVzf,47,25/8/16,miss,170.61333,6,0.832,-5.419,1,0.803,161.014,0.119,4,1,0.286,0.477,0.848,4.77E-05,0.647,0.0558,0.33
Phenomenon,7lCxes2nCb6XNuyuZObdyI,46,26/8/16,miss,260.09025,5,0.658,-7.464,0,0.688,90,0.143,4,0.93,0.0218,0.548,0.514,0.00989,0.0792,0.0379,0.189
Hey Good Lookin',6bKHrmhfMFhlXqYR6zfPt9,47,7/9/16,miss,347,10,0.003,-6.914,1,0.34,155.068,0.14,3,1,0.0087,0.201,0.771,0.847,0.112,0.0401,0.0984
Así Como Tú,1dZ7UimLqOivK4KIf6Wung,50,4/3/16,miss,153.48268,2,0.74,-4.267,1,0.668,159.976,0.233,3,0.371,0.792,0.671,0.653,0,0.0887,0.0345,0.9
I'm Clean Now,4qm8sWdYoXkdhMN8EL9mAL,50,21/12/16,miss,174.37048,2,0.019,-25.638,1,0.387,107.426,0.004,4,0.704,0.911,0.198,0.0407,0.977,0.319,0.0385,0.034
You Gotta Die Sometime,5LoBtSrNs8J3vNL3RdAhdm,47,16/12/16,miss,183.76,4,0.292,-8.862,0,0.455,182.349,0.104,3,0.896,0.688,0.462,0.419,0,0.397,0.185,0.394
Tell Me What To Do,082T4CgUFyV0tjPdzaq6ml,53,15/11/16,miss,246.78667,7,0.096,-1.78,1,0.338,125.107,0.521,4,1,0.102,0.602,0.926,0,0.317,0.177,0.288
Ballroom Blitz,0NRdZwAM8JSoStfYrb813s,49,4/11/16,miss,249.85333,8,0.44,-5.882,1,0.427,110.061,0.846,4,0.996,0.0106,0.703,0.838,0.000237,0.103,0.0328,0.484
Jungle Youth,5ervA7lbl13K2ekOUFmgKe,47,12/8/16,miss,220.81333,5,0.603,-4.343,1,0.397,155.902,0.248,4,1,0.00538,0.565,0.915,4.60E-06,0.308,0.04,0.634
飄向北方,4JrGpUQothsSVR6iBhR9NC,59,30/12/16,miss,269.18186,0,0.268,-4.658,0,0.407,173.902,0.149,4,0.985,0.387,0.5,0.778,0,0.16,0.126,0.279
Who are you,7Jo5oEViT27zCkdRI5hEuG,57,25/12/16,miss,255.46354,8,0.316,-5.993,0,0.338,131.751,0.014,4,0.968,0.803,0.463,0.449,6.99E-06,0.124,0.0293,0.23
Only To Live In Your Memories,3tLAhLLltRJ8jnKAyiYQ2A,45,25/3/16,miss,265.69333,6,0.364,-6.016,1,0.592,108.99,0.434,4,1,0.0706,0.451,0.499,0.194,0.116,0.0269,0.187
When I Met You,3rcawAZAKd8Ryi30fSHclr,46,29/7/16,miss,273.46667,6,0.349,-7.362,1,0.366,79.609,0.276,4,0.967,0.433,0.497,0.617,0,0.164,0.0771,0.355
Lgbt,0lsw4q8Jei7gEoV7kFe3DS,48,14/10/16,miss,161.33224,0,0.646,-8.663,0,0.597,124.961,0.691,4,1,0.169,0.793,0.86,1.73E-05,0.101,0.172,0.392
Tired of Talking - Remix,1yhyrOuZOURI1ynOZVkoWH,46,9/9/16,miss,206.24,9,0.084,-8.496,0,0.298,101.039,0.043,4,1,0.0918,0.696,0.557,0,0.269,0.0766,0.416
"Work for It (feat. Big Sean, Gucci Mane & 2 Chainz)",3YtGCqleJmp8wg798qLVtM,43,5/8/16,miss,290.92639,1,0.395,-5.214,1,0.251,153.004,0.293,4,0.987,0.278,0.8,0.622,0.000635,0.148,0.237,0.33
I Need U (Remix),6dLD5Ri5tcYfH4L2GoITij,51,2/5/16,miss,223.01265,5,0.541,-2.843,0,0.623,158.059,0.019,4,0.952,0.00258,0.518,0.918,3.46E-06,0.448,0.207,0.494
Darling,4DJ2Zr2jLMEh0ejBEwOrWq,44,6/5/16,miss,52.98703,4,0.026,-12.111,1,0.41,76.976,0.787,4,1,0.914,0.655,0.359,0.903,0.111,0.056,0.495
User Friendly,01oiMw6z1XkKnlrXO9eQcR,46,20/7/16,miss,457.95918,0,0.14,-3.96,1,0.255,98.053,0.265,4,0.989,0.0901,0.752,0.839,5.24E-06,0.123,0.241,0.365
Mi Reggaetón,6N6KE2lDdf00sVvhD0BYH5,53,21/10/16,miss,165.70667,0,0.886,-5.118,0,0.694,179.949,0.114,4,1,0.0925,0.734,0.827,0,0.858,0.159,0.732
Working For It - Nomero Remix,5oiCAaTXWuvRRKJwOfHev1,48,12/2/16,miss,202.46667,6,0.075,-9.521,1,0.301,99.987,0.524,4,1,0.323,0.708,0.581,0.0206,0.0961,0.0557,0.329
20,6F15OzRN9KfU0fQuWTlEc9,51,19/9/16,miss,222.79383,11,0.122,-6.973,0,0.406,117.488,0.342,4,0.185,0.854,0.649,0.331,0,0.115,0.0424,0.367
Down Bitch,3V000a1khz7RgRUv9niBrt,46,25/11/16,miss,219.04,1,0.864,-7.551,0,0.723,103.014,0.859,4,1,0.000194,0.92,0.778,0,0.0738,0.0688,0.155
We Will Run,1hQlbRsNxOtave3WLskh61,48,17/11/16,miss,223.16617,7,0.627,-11.939,1,0.645,90.051,0.245,3,0.301,0.502,0.425,0.339,9.92E-06,0.11,0.0321,0.356
Ignition,465Yv44Dq1kDa6gPruVMxw,49,14/9/16,miss,152.03007,7,0.368,-10.327,0,0.486,132.936,0.226,4,1,0.386,0.813,0.385,0,0.178,0.325,0.774
Thursday Girl,3i8N6pqmAAPPxW7RMgT400,45,17/6/16,miss,188.30567,1,0.577,-13.011,1,0.734,135.87,0.7,4,0.915,0.225,0.398,0.4,0.00128,0.107,0.0361,0.0512
Love Inside,6j328qpqI6nScYgOTW5rBl,46,19/2/16,miss,227.88,10,0.024,-5.197,0,0.305,143.044,0.841,4,0.994,0.0597,0.764,0.752,0.00473,0.0862,0.0466,0.495
Just Like Bruddas,2k6eKNyrW8sBmjkrzHa05Q,44,29/11/16,miss,230.48127,9,0,-7.026,0,0.064,149.927,0.19,4,0.993,0.112,0.701,0.713,0,0.0802,0.203,0.463
In + Out,5ZHX24mb5eqoOdNLEh940c,47,27/3/16,miss,226.75002,11,0.39,-8.282,0,0.637,119.92,0.605,4,1,0.0464,0.626,0.466,0.0129,0.105,0.0317,0.201
Cry,7wgxq27uOvfydLunYkcmAU,47,15/7/16,miss,236.53333,10,0.327,-5.732,1,0.365,125.968,0.891,4,0.996,0.0454,0.756,0.744,4.56E-05,0.102,0.0694,0.372
Steal Your Heart (feat. Glenn Travis),3BV0ndQwCttij14VBHQLqs,49,1/10/16,miss,191.26857,1,0.639,-6.189,0,0.684,75.023,0.03,4,1,0.258,0.493,0.594,0,0.268,0.104,0.491
Again,1uhw4ADHqx9ftHgdPzMZEp,45,30/9/16,miss,208.86667,5,0.85,-6.407,1,0.691,179.111,0.018,3,1,0.0413,0.508,0.778,0,0.267,0.45,0.444
All Night,0VAJvIyDgKBZCxYJ5ootby,57,28/1/16,miss,272.74717,10,0.306,-7.826,0,0.508,123.979,0.837,4,0.688,0.018,0.806,0.722,0.000672,0.116,0.266,0.596
Puzzle,1gCTHjVFfwrxo0EBTECvZN,54,25/6/16,miss,166.00812,0,0.562,-6.105,0,0.557,127.996,0.681,4,0.955,0.0158,0.775,0.85,0.557,0.344,0.196,0.692
Mt. Crushmore,3rJdUMdSWAV5n58KNpzSA8,44,11/11/16,miss,200.90667,6,0.759,-7.124,1,0.615,89.984,0.35,4,1,0.000538,0.631,0.704,0.862,0.117,0.0318,0.606
Heartbeat,7C9drompZEgNsTMPaAfp8t,56,4/11/16,miss,165.32,0,0.419,-7.593,1,0.582,107.008,0.453,4,1,0.664,0.901,0.377,0,0.0588,0.051,0.553
Devil Devil,7K0aHJFgffrUKH8Z3IE8a4,51,11/1/16,miss,258.64063,1,0.558,-9.911,1,0.606,142.092,0.492,4,0.988,0.164,0.539,0.389,6.42E-05,0.105,0.0897,0.281
El Caballo Jovero,67Faz3sJOPbkUyjRsoh0A1,47,25/4/16,miss,190.90667,1,0,-6.385,1,0.085,171.753,0.707,3,1,0.508,0.652,0.416,0.000568,0.0427,0.0484,0.723
Nobody Does It Better,71qJKN5aGOnAHHuui6344H,47,12/2/16,miss,148.2927,0,0.62,-5.579,1,0.494,123.041,0.731,4,1,0.000772,0.679,0.839,0.00173,0.0772,0.0303,0.566
Honey,3hM8QJRbPfkmcRVJwxzn9q,47,5/8/16,miss,208.16,2,0.766,-5.138,1,0.458,143.041,0.793,4,1,4.49E-05,0.493,0.952,0,0.101,0.0812,0.375
Cómo Olvidarte,5bqWmCmMzyEHJI4BN0s9o4,52,19/8/16,miss,183.77333,3,0.49,-3.877,1,0.608,100.095,0.353,4,0.983,0.61,0.716,0.507,0,0.0964,0.0291,0.883
Elastic Heart - Live from The Village,0wHRZwbNWH2TcSBIhyMT1i,58,13/4/16,miss,266.72,9,0.439,-6.195,1,0.616,128.912,0.191,4,0.995,0.887,0.409,0.375,0,0.125,0.0336,0.209
Mobbin' Out,6jF8WPo4KEoM1fonqPYbq1,45,17/6/16,miss,295.98667,2,0.071,-4.466,0,0.299,128.049,0.761,4,0.888,0.0104,0.551,0.965,0.00101,0.196,0.241,0.0384
Dynasty,0pgCd8tZhZCo2mC0AnFSZo,45,3/6/16,miss,235.74667,10,0,-5.754,0,0.147,163.575,0.048,4,0.361,0.0891,0.53,0.777,0,0.363,0.585,0.397
Aftershock - Boombox Cartel VIP,7Bn7qlbuOEkruIEpF23XPS,45,10/11/16,miss,256,6,0.726,-3.754,0,0.765,149.898,0.183,4,0.894,0.102,0.446,0.915,0.224,0.237,0.143,0.0534
Paper Wings,0OAawBe2ZwE6KtrmNrvWV9,43,10/6/16,miss,208.30041,3,0.45,-8.695,1,0.619,172.071,0.402,4,0.714,0.181,0.403,0.586,1.31E-05,0.35,0.0284,0.376
